Interaction_ID,Customer_ID,Date,Channel,Issue_Type,Outcome,Satisfaction_Score
INT0009372,205401876,4/27/2024,Digital,Card Issues,resolved,4
INT0009373,205403512,4/26/2022,Self Service,Digital Banking Errors,resolved,4
INT0009374,205400555,11/24/2023,Digital,Customer Service,resolved,4
INT0009375,205402018,7/2/2022,Digital,Card Issues,resolved,3
INT0009376,205403758,7/19/2023,Voice,Card Issues,resolved,3
INT0009377,205401760,7/10/2022,Voice,Loan & Credit Problems,resolved,5
INT0009378,205404494,4/13/2024,Digital,Card Issues,pending,2
INT0009379,205404786,11/15/2022,Physical,Customer Service,resolved,5
INT0009380,205402142,12/27/2023,Voice,Card Issues,pending,2
INT0009381,205402190,7/31/2024,Self Service,Customer Service,pending,3
INT0009382,205401500,1/1/2024,Physical,Card Issues,resolved,4
INT0009383,205404885,7/5/2022,Voice,Digital Banking Errors,pending,1
INT0009384,205402862,1/22/2024,Physical,Digital Banking Errors,pending,1
INT0009385,205404963,6/3/2023,Self Service,Transaction Failures,pending,2
INT0009386,205400194,1/21/2022,Physical,Customer Service,resolved,5
INT0009387,205402504,5/8/2022,Physical,Digital Banking Errors,resolved,4
INT0009388,205400572,10/7/2024,Digital,Digital Banking Errors,resolved,3
INT0009389,205401126,4/13/2023,Digital,Loan & Credit Problems,resolved,5
INT0009390,205404365,9/13/2022,Physical,Others,resolved,5
INT0009391,205404452,9/20/2024,Digital,Loan & Credit Problems,resolved,4
INT0009392,205404346,12/26/2023,Physical,Transaction Failures,pending,2
INT0009393,205401070,4/10/2023,Physical,Customer Service,resolved,4
INT0009394,205401163,2/22/2024,Self Service,Transaction Failures,resolved,3
INT0009395,205404573,11/17/2022,Physical,Transaction Failures,resolved,5
INT0009396,205403469,11/1/2023,Self Service,Customer Service,pending,2
INT0009397,205403438,9/25/2023,Physical,Customer Service,resolved,4
INT0009398,205402215,5/25/2024,Voice,Transaction Failures,escalated,1
INT0009399,205400169,4/10/2024,Physical,Digital Banking Errors,pending,3
INT0009400,205402470,10/20/2022,Self Service,Others,pending,1
INT0009401,205401024,10/14/2023,Physical,Transaction Failures,pending,2
INT0009402,205401341,1/23/2023,Digital,Digital Banking Errors,escalated,2
INT0009403,205400032,6/13/2023,Digital,Digital Banking Errors,resolved,5
INT0009404,205400421,5/31/2023,Digital,Customer Service,resolved,4
INT0009405,205403796,1/3/2024,Self Service,Loan & Credit Problems,pending,3
INT0009406,205404551,4/5/2024,Physical,Others,resolved,5
INT0009407,205402444,4/15/2022,Digital,Digital Banking Errors,pending,3
INT0009408,205401796,11/21/2023,Physical,Digital Banking Errors,resolved,5
INT0009409,205400444,4/14/2024,Self Service,Customer Service,pending,2
INT0009410,205401370,5/10/2023,Self Service,Digital Banking Errors,resolved,4
INT0009411,205403304,11/19/2022,Digital,Loan & Credit Problems,resolved,4
INT0009412,205404612,9/22/2023,Physical,Card Issues,resolved,4
INT0009413,205404561,6/21/2023,Digital,Loan & Credit Problems,pending,2
INT0009414,205402973,6/17/2022,Voice,Digital Banking Errors,resolved,5
INT0009415,205400793,9/5/2023,Self Service,Transaction Failures,resolved,5
INT0009416,205404122,3/11/2023,Digital,Digital Banking Errors,resolved,4
INT0009417,205403379,12/6/2022,Self Service,Customer Service,pending,3
INT0009418,205403785,12/6/2023,Physical,Loan & Credit Problems,resolved,4
INT0009419,205404278,12/19/2022,Physical,Transaction Failures,resolved,4
INT0009420,205400850,4/15/2023,Voice,Customer Service,resolved,3
INT0009421,205404840,2/28/2022,Physical,Card Issues,pending,2
INT0009422,205401558,10/10/2024,Self Service,Customer Service,pending,1
INT0009423,205400728,4/9/2024,Voice,Card Issues,resolved,4
INT0009424,205401334,10/14/2024,Voice,Customer Service,resolved,5
INT0009425,205400682,9/1/2023,Voice,Others,resolved,4
INT0009426,205402385,8/26/2023,Voice,Card Issues,resolved,4
INT0009427,205403529,11/13/2022,Digital,Digital Banking Errors,resolved,5
INT0009428,205402733,11/22/2022,Voice,Card Issues,resolved,5
INT0009429,205400845,11/14/2023,Physical,Loan & Credit Problems,resolved,5
INT0009430,205404407,3/1/2022,Voice,Digital Banking Errors,pending,2
INT0009431,205403311,5/30/2022,Physical,Loan & Credit Problems,resolved,5
INT0009432,205400720,10/3/2024,Self Service,Customer Service,resolved,5
INT0009433,205401091,5/10/2022,Physical,Card Issues,resolved,5
INT0009434,205403149,2/16/2024,Self Service,Digital Banking Errors,resolved,4
INT0009435,205403200,8/18/2023,Digital,Others,pending,3
INT0009436,205401204,11/28/2022,Self Service,Card Issues,resolved,5
INT0009437,205403459,11/1/2024,Digital,Loan & Credit Problems,resolved,5
INT0009438,205400736,8/11/2022,Self Service,Loan & Credit Problems,resolved,3
INT0009439,205403185,11/22/2023,Voice,Loan & Credit Problems,resolved,5
INT0009440,205404559,7/21/2024,Voice,Others,resolved,5
INT0009441,205402418,5/16/2024,Physical,Customer Service,escalated,1
INT0009442,205401721,5/6/2022,Digital,Digital Banking Errors,pending,2
INT0009443,205402760,6/15/2024,Digital,Loan & Credit Problems,resolved,5
INT0009444,205400817,12/20/2024,Physical,Card Issues,escalated,2
INT0009445,205401406,2/8/2023,Self Service,Digital Banking Errors,resolved,5
INT0009446,205400289,11/13/2024,Digital,Card Issues,resolved,3
INT0009447,205401716,3/6/2022,Digital,Digital Banking Errors,resolved,5
INT0009448,205403827,4/7/2023,Self Service,Transaction Failures,pending,1
INT0009449,205403566,10/23/2023,Digital,Others,escalated,1
INT0009450,205403461,10/27/2022,Self Service,Customer Service,resolved,4
INT0009451,205400055,3/15/2023,Self Service,Digital Banking Errors,resolved,3
INT0009452,205402178,9/29/2023,Voice,Others,resolved,3
INT0009453,205403133,1/19/2024,Digital,Transaction Failures,resolved,4
INT0009454,205400350,1/28/2024,Self Service,Card Issues,resolved,3
INT0009455,205402966,1/16/2024,Self Service,Digital Banking Errors,resolved,4
INT0009456,205401369,2/28/2022,Self Service,Digital Banking Errors,resolved,5
INT0009457,205400793,1/21/2022,Physical,Others,resolved,4
INT0009458,205404023,11/29/2022,Physical,Card Issues,resolved,5
INT0009459,205403825,7/2/2023,Self Service,Loan & Credit Problems,pending,1
INT0009460,205404877,9/14/2022,Voice,Card Issues,resolved,5
INT0009461,205401585,9/3/2022,Self Service,Customer Service,resolved,4
INT0009462,205400545,11/9/2023,Digital,Others,resolved,5
INT0009463,205400746,11/27/2023,Digital,Digital Banking Errors,pending,2
INT0009464,205404713,11/20/2022,Digital,Card Issues,resolved,5
INT0009465,205401536,6/28/2023,Self Service,Loan & Credit Problems,resolved,4
INT0009466,205400911,10/25/2024,Voice,Loan & Credit Problems,pending,3
INT0009467,205402713,10/7/2022,Self Service,Digital Banking Errors,resolved,4
INT0009468,205400364,5/1/2023,Physical,Customer Service,pending,3
INT0009469,205400932,11/3/2024,Physical,Digital Banking Errors,resolved,5
INT0009470,205404051,10/24/2022,Voice,Loan & Credit Problems,pending,1
INT0009471,205403981,9/26/2023,Physical,Transaction Failures,pending,3
INT0009472,205400561,6/8/2024,Digital,Transaction Failures,pending,3
INT0009473,205403550,12/3/2023,Physical,Customer Service,resolved,4
INT0009474,205402285,1/9/2022,Voice,Customer Service,pending,1
INT0009475,205401276,12/13/2022,Digital,Customer Service,pending,3
INT0009476,205400523,1/24/2022,Physical,Customer Service,resolved,4
INT0009477,205400638,12/17/2022,Self Service,Others,escalated,2
INT0009478,205401519,8/27/2023,Physical,Loan & Credit Problems,pending,1
INT0009479,205403556,5/20/2022,Digital,Digital Banking Errors,resolved,3
INT0009480,205404241,10/6/2024,Self Service,Customer Service,resolved,4
INT0009481,205404600,12/9/2024,Self Service,Customer Service,pending,2
INT0009482,205402405,8/25/2023,Voice,Others,escalated,1
INT0009483,205404725,11/6/2022,Self Service,Loan & Credit Problems,pending,3
INT0009484,205403155,6/22/2023,Self Service,Customer Service,pending,3
INT0009485,205400319,5/11/2023,Self Service,Loan & Credit Problems,resolved,4
INT0009486,205404238,2/24/2023,Voice,Customer Service,resolved,5
INT0009487,205400599,5/27/2024,Physical,Transaction Failures,resolved,5
INT0009488,205404712,6/3/2023,Physical,Transaction Failures,resolved,5
INT0009489,205400814,8/15/2024,Voice,Others,pending,1
INT0009490,205402699,10/2/2024,Physical,Loan & Credit Problems,pending,3
INT0009491,205402705,6/9/2024,Physical,Others,resolved,4
INT0009492,205401271,12/10/2022,Digital,Transaction Failures,resolved,5
INT0009493,205404074,1/20/2023,Self Service,Loan & Credit Problems,resolved,5
INT0009494,205401414,9/12/2023,Voice,Loan & Credit Problems,resolved,4
INT0009495,205400968,8/2/2022,Digital,Transaction Failures,pending,1
INT0009496,205403861,7/21/2022,Voice,Customer Service,resolved,5
INT0009497,205403952,1/31/2024,Self Service,Others,resolved,5
INT0009498,205400178,9/29/2022,Voice,Digital Banking Errors,resolved,5
INT0009499,205403303,8/20/2024,Physical,Transaction Failures,pending,2
INT0009500,205404055,10/22/2023,Self Service,Others,resolved,3
INT0009501,205404012,8/16/2023,Physical,Transaction Failures,resolved,5
INT0009502,205402797,2/6/2023,Self Service,Card Issues,resolved,5
INT0009503,205403752,8/28/2022,Digital,Digital Banking Errors,pending,2
INT0009504,205400455,5/13/2023,Physical,Card Issues,pending,2
INT0009505,205401452,9/29/2023,Self Service,Loan & Credit Problems,pending,2
INT0009506,205400074,12/24/2024,Self Service,Transaction Failures,resolved,5
INT0009507,205404851,2/23/2023,Physical,Transaction Failures,pending,3
INT0009508,205401213,7/7/2024,Voice,Transaction Failures,resolved,3
INT0009509,205402492,2/9/2023,Digital,Digital Banking Errors,pending,4
INT0009510,205401929,11/7/2024,Digital,Digital Banking Errors,resolved,5
INT0009511,205400169,2/27/2023,Digital,Card Issues,escalated,2
INT0009512,205400637,10/24/2024,Digital,Digital Banking Errors,resolved,5
INT0009513,205403112,10/2/2024,Digital,Others,resolved,3
INT0009514,205402907,4/1/2024,Self Service,Customer Service,resolved,4
INT0009515,205401095,5/7/2023,Voice,Transaction Failures,resolved,5
INT0009516,205400015,3/25/2023,Physical,Customer Service,resolved,4
INT0009517,205404538,3/19/2023,Digital,Customer Service,resolved,5
INT0009518,205401095,4/7/2022,Digital,Others,resolved,5
INT0009519,205402049,12/23/2024,Physical,Others,resolved,5
INT0009520,205403494,6/29/2022,Self Service,Card Issues,pending,3
INT0009521,205404119,8/14/2024,Voice,Transaction Failures,resolved,5
INT0009522,205401309,2/27/2023,Digital,Digital Banking Errors,escalated,1
INT0009523,205403390,3/25/2023,Voice,Transaction Failures,escalated,2
INT0009524,205403892,12/2/2023,Self Service,Others,resolved,5
INT0009525,205400614,10/1/2023,Self Service,Others,escalated,2
INT0009526,205403003,9/8/2022,Self Service,Card Issues,resolved,5
INT0009527,205403928,8/27/2022,Digital,Customer Service,resolved,5
INT0009528,205402103,6/14/2022,Voice,Loan & Credit Problems,resolved,3
INT0009529,205400438,11/26/2023,Self Service,Others,escalated,2
INT0009530,205401164,9/12/2023,Self Service,Customer Service,resolved,5
INT0009531,205400077,9/5/2024,Physical,Others,resolved,4
INT0009532,205404441,5/5/2024,Digital,Digital Banking Errors,escalated,3
INT0009533,205403678,3/14/2022,Physical,Loan & Credit Problems,resolved,5
INT0009534,205401732,10/2/2022,Physical,Others,pending,2
INT0009535,205403300,10/29/2023,Digital,Digital Banking Errors,resolved,5
INT0009536,205404739,10/12/2023,Physical,Card Issues,resolved,3
INT0009537,205403727,11/7/2022,Physical,Loan & Credit Problems,pending,3
INT0009538,205400621,5/10/2022,Self Service,Card Issues,resolved,4
INT0009539,205402178,1/8/2024,Voice,Digital Banking Errors,resolved,5
INT0009540,205404324,5/25/2022,Digital,Card Issues,resolved,4
INT0009541,205400751,12/7/2023,Digital,Customer Service,pending,3
INT0009542,205401701,10/28/2023,Digital,Others,resolved,4
INT0009543,205403453,6/15/2024,Voice,Customer Service,pending,3
INT0009544,205402853,10/21/2023,Physical,Digital Banking Errors,resolved,4
INT0009545,205404905,4/25/2023,Self Service,Customer Service,resolved,4
INT0009546,205403420,7/22/2024,Voice,Transaction Failures,resolved,3
INT0009547,205401938,6/6/2024,Self Service,Customer Service,pending,3
INT0009548,205401572,4/5/2024,Self Service,Card Issues,resolved,3
INT0009549,205400842,4/16/2024,Self Service,Digital Banking Errors,resolved,5
INT0009550,205401656,7/1/2022,Self Service,Others,resolved,3
INT0009551,205403323,9/23/2024,Digital,Card Issues,resolved,5
INT0009552,205401868,9/25/2022,Voice,Transaction Failures,resolved,5
INT0009553,205400644,10/20/2022,Self Service,Digital Banking Errors,resolved,4
INT0009554,205401721,8/10/2023,Physical,Loan & Credit Problems,resolved,3
INT0009555,205403451,11/14/2022,Physical,Others,pending,2
INT0009556,205402014,4/1/2024,Physical,Loan & Credit Problems,escalated,3
INT0009557,205404909,1/31/2022,Self Service,Customer Service,pending,4
INT0009558,205400749,9/11/2023,Voice,Loan & Credit Problems,escalated,1
INT0009559,205401881,3/2/2024,Self Service,Transaction Failures,pending,1
INT0009560,205404650,12/17/2023,Physical,Card Issues,resolved,5
INT0009561,205400127,3/29/2023,Self Service,Others,resolved,5
INT0009562,205402110,11/15/2023,Self Service,Card Issues,pending,1
INT0009563,205402780,9/12/2024,Self Service,Others,resolved,5
INT0009564,205403935,10/27/2023,Self Service,Digital Banking Errors,resolved,5
INT0009565,205402760,5/11/2022,Physical,Loan & Credit Problems,resolved,5
INT0009566,205404699,11/9/2024,Self Service,Others,pending,4
INT0009567,205400100,7/19/2024,Voice,Loan & Credit Problems,resolved,5
INT0009568,205403402,8/25/2024,Voice,Others,pending,3
INT0009569,205403324,3/14/2022,Digital,Customer Service,resolved,5
INT0009570,205404033,12/28/2022,Voice,Card Issues,resolved,5
INT0009571,205402919,11/6/2024,Self Service,Card Issues,resolved,4
INT0009572,205401800,8/10/2024,Digital,Transaction Failures,escalated,1
INT0009573,205403789,4/23/2024,Voice,Customer Service,pending,3
INT0009574,205402123,12/26/2022,Voice,Digital Banking Errors,escalated,1
INT0009575,205401531,6/18/2022,Physical,Card Issues,resolved,3
INT0009576,205401674,8/25/2024,Physical,Digital Banking Errors,resolved,4
INT0009577,205403199,12/30/2022,Physical,Card Issues,resolved,5
INT0009578,205401199,3/2/2023,Self Service,Customer Service,resolved,4
INT0009579,205400814,9/30/2023,Physical,Others,resolved,5
INT0009580,205403942,7/27/2022,Voice,Transaction Failures,pending,3
INT0009581,205403447,12/2/2024,Physical,Transaction Failures,resolved,5
INT0009582,205400248,2/9/2022,Voice,Customer Service,pending,2
INT0009583,205403503,11/17/2024,Physical,Card Issues,resolved,4
INT0009584,205402526,5/10/2022,Digital,Transaction Failures,escalated,2
INT0009585,205404053,12/9/2022,Self Service,Loan & Credit Problems,resolved,5
INT0009586,205402793,8/17/2023,Voice,Customer Service,resolved,5
INT0009587,205403308,12/2/2023,Digital,Others,pending,4
INT0009588,205403168,3/25/2024,Physical,Customer Service,resolved,5
INT0009589,205403037,2/27/2024,Self Service,Loan & Credit Problems,resolved,5
INT0009590,205400303,7/13/2024,Physical,Customer Service,resolved,4
INT0009591,205401916,10/23/2023,Self Service,Card Issues,resolved,4
INT0009592,205403305,5/10/2024,Self Service,Card Issues,pending,4
INT0009593,205402708,11/25/2024,Self Service,Others,resolved,4
INT0009594,205402102,2/27/2023,Digital,Customer Service,pending,3
INT0009595,205401836,9/15/2023,Digital,Digital Banking Errors,resolved,4
INT0009596,205401169,8/6/2024,Voice,Customer Service,resolved,5
INT0009597,205400846,4/25/2024,Self Service,Digital Banking Errors,resolved,3
INT0009598,205404805,7/8/2022,Physical,Customer Service,escalated,1
INT0009599,205404056,9/13/2023,Physical,Digital Banking Errors,resolved,5
INT0009600,205401310,7/9/2024,Physical,Transaction Failures,resolved,4
INT0009601,205400265,7/14/2022,Digital,Others,resolved,5
INT0009602,205400931,5/4/2024,Self Service,Transaction Failures,escalated,1
INT0009603,205401616,12/15/2023,Voice,Digital Banking Errors,resolved,5
INT0009604,205400598,4/15/2023,Self Service,Others,resolved,5
INT0009605,205401246,6/23/2024,Digital,Loan & Credit Problems,resolved,3
INT0009606,205403078,5/23/2023,Self Service,Loan & Credit Problems,resolved,5
INT0009607,205403039,10/24/2022,Physical,Digital Banking Errors,resolved,3
INT0009608,205404734,3/25/2024,Physical,Transaction Failures,resolved,5
INT0009609,205403981,10/17/2022,Digital,Digital Banking Errors,resolved,5
INT0009610,205400870,2/28/2024,Voice,Digital Banking Errors,resolved,3
INT0009611,205401041,12/30/2024,Physical,Others,resolved,4
INT0009612,205400477,11/26/2022,Physical,Transaction Failures,resolved,4
INT0009613,205404127,12/14/2024,Self Service,Card Issues,escalated,1
INT0009614,205402195,11/5/2022,Physical,Others,pending,3
INT0009615,205404968,9/25/2024,Physical,Digital Banking Errors,resolved,5
INT0009616,205403727,10/4/2023,Self Service,Card Issues,resolved,5
INT0009617,205402716,9/15/2022,Physical,Loan & Credit Problems,pending,2
